City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
381,Horki,BY,2022-01-07 17:32:37,54.2861,30.9842,21.79,82,32,13.27
382,Taltal,CL,2022-01-07 17:32:38,-25.4,-70.4833,71.11,67,11,7.27
383,Dosso,NE,2022-01-07 17:32:38,13.049,3.1937,79.72,18,12,8.77
384,Gayeri,BF,2022-01-07 17:32:39,12.6497,0.4931,81.43,16,42,7.76
385,Xinzhou,CN,2022-01-07 17:32:39,38.4092,112.7333,27.55,65,2,1.34
386,Catanzaro,IT,2022-01-07 17:31:56,38.8908,16.5987,53.96,80,100,6.51
387,North Vernon,US,2022-01-07 17:29:00,39.0062,-85.6236,16.14,72,54,8.03
388,Vagur,FO,2022-01-07 17:32:40,61.4732,-6.8119,42.26,64,11,12.26
389,Wanning,CN,2022-01-07 17:32:40,18.8003,110.3967,69.19,88,94,10.0
390,Khani,GE,2022-01-07 17:32:40,41.9563,42.9566,36.97,81,100,3.85
391,Honiara,SB,2022-01-07 17:32:41,-9.4333,159.95,77.56,83,93,5.46
392,Poya,NC,2022-01-07 17:32:41,-21.35,165.15,75.24,88,76,4.16
393,Gornopravdinsk,RU,2022-01-07 17:32:42,60.05,69.9,26.28,95,100,7.74
394,Faanui,PF,2022-01-07 17:32:42,-16.4833,-151.75,81.0,79,61,14.97
395,Berlevag,NO,2022-01-07 17:32:42,70.8578,29.0864,17.55,73,0,6.91
396,Hamilton,US,2022-01-07 17:28:44,39.1834,-84.5333,19.36,72,100,4.0
397,Samarai,PG,2022-01-07 17:32:43,-10.6167,150.6667,79.72,81,100,10.36
398,Sioux Lookout,CA,2022-01-07 17:32:43,50.1001,-91.917,-6.72,88,93,5.26
399,Port Antonio,JM,2022-01-07 17:32:44,18.18,-76.4612,84.11,72,22,7.05
400,Amapa,BR,2022-01-07 17:32:44,1.0,-52.0,78.42,96,95,4.5
401,Nome,US,2022-01-07 17:32:45,64.5011,-165.4064,21.27,42,0,5.75
402,Salinopolis,BR,2022-01-07 17:32:45,-0.6136,-47.3561,79.43,88,96,9.53
403,Vostok,RU,2022-01-07 17:32:45,46.4856,135.8833,-2.52,98,99,3.69
404,Kangaatsiaq,GL,2022-01-07 17:32:46,68.3065,-53.4641,9.43,92,100,3.89
405,Zhangjiakou,CN,2022-01-07 17:32:46,40.81,114.8794,23.94,75,1,5.88
406,Geraldton,AU,2022-01-07 17:31:15,-28.7667,114.6,72.01,88,0,11.5
407,Mogadishu,SO,2022-01-07 17:31:57,2.0371,45.3438,78.28,84,24,22.95
408,Patacamaya,BO,2022-01-07 17:32:47,-17.2333,-67.9167,61.3,38,41,9.84
409,Lubsko,PL,2022-01-07 17:32:47,51.7847,14.972,34.03,86,100,10.51
410,Valcourt,CA,2022-01-07 17:32:48,45.5001,-72.3158,23.81,90,100,7.2
411,Linhares,BR,2022-01-07 17:31:10,-19.3911,-40.0722,76.35,89,100,4.68
412,Ternate,ID,2022-01-07 17:29:17,0.8,127.4,79.56,84,100,6.96
413,Deputatskiy,RU,2022-01-07 17:32:48,69.3,139.9,-22.54,96,98,1.23
414,Naze,JP,2022-01-07 17:32:49,28.3667,129.4833,57.92,80,100,7.27
415,Margate,GB,2022-01-07 17:32:49,51.3813,1.3862,42.51,74,67,1.01
416,Kloulklubed,PW,2022-01-07 17:32:49,7.0419,134.2556,82.18,76,81,7.27
417,Saint-Louis,SN,2022-01-07 17:32:50,16.3333,-15.0,85.35,10,6,7.72
418,Padang,ID,2022-01-07 17:28:09,-0.9492,100.3543,77.05,87,100,3.98
419,Thenzawl,IN,2022-01-07 17:33:51,23.3167,92.75,51.94,70,6,2.75
420,Cayenne,GF,2022-01-07 17:30:06,4.9333,-52.3333,84.24,72,75,5.01
421,Rosario,AR,2022-01-07 17:29:14,-32.9468,-60.6393,92.95,36,75,4.0
422,Lavrentiya,RU,2022-01-07 17:33:51,65.5833,-171.0,1.42,82,29,9.4
423,Parola,IN,2022-01-07 17:33:52,20.8833,75.1167,73.71,57,48,11.63
424,Santo Estevao,BR,2022-01-07 17:29:54,-12.4303,-39.2514,88.5,50,100,2.44
425,La Rioja,ES,2022-01-07 17:33:52,42.25,-2.5,41.31,94,92,6.2
426,Bouca,CF,2022-01-07 17:33:52,6.5105,18.2733,82.98,21,27,1.97
427,Micomeseng,GQ,2022-01-07 17:33:53,2.1462,10.6164,73.42,90,94,5.37
428,Gigmoto,PH,2022-01-07 17:33:53,13.7796,124.39,75.94,87,35,7.56
429,Ofunato,JP,2022-01-07 17:33:54,39.0717,141.7167,28.15,80,16,7.07
430,Half Moon Bay,US,2022-01-07 17:33:54,37.4636,-122.4286,54.81,89,100,1.99
431,Nova Olimpia,BR,2022-01-07 17:33:55,-14.7972,-57.2881,86.16,70,49,4.05
432,Maceio,BR,2022-01-07 17:33:55,-9.6658,-35.7353,89.04,62,40,18.41
433,Ostrow Mazowiecka,PL,2022-01-07 17:33:56,52.8024,21.8951,30.61,71,97,10.09
434,Quatre Cocos,MU,2022-01-07 17:33:57,-20.2078,57.7625,78.1,87,100,5.82
435,Harper,LR,2022-01-07 17:33:57,4.375,-7.7169,81.75,75,58,9.42
436,Lampazos De Naranjo,MX,2022-01-07 17:31:01,27.0167,-100.5167,56.75,35,23,3.36
437,Camacha,PT,2022-01-07 17:33:57,33.0833,-16.3333,62.53,82,40,20.71
438,Souillac,MU,2022-01-07 17:33:58,-20.5167,57.5167,78.37,94,75,4.61
439,Novo Aripuana,BR,2022-01-07 17:33:58,-5.1206,-60.3797,82.31,74,100,2.66
440,Skuodas,LT,2022-01-07 17:33:59,56.2667,21.5333,37.26,92,100,7.29
441,Chernyshevskiy,RU,2022-01-07 17:33:59,63.0128,112.4714,-13.05,98,100,2.64
442,Chiredzi,ZW,2022-01-07 17:34:01,-21.05,31.6667,85.06,40,85,10.76
443,Mezen,RU,2022-01-07 17:34:01,65.8522,44.24,-3.24,99,94,1.83
444,Skjervoy,NO,2022-01-07 17:34:02,70.0311,20.9714,26.78,68,100,10.92
445,Brufut,GM,2022-01-07 17:34:02,13.3814,-16.7518,93.29,24,0,3.44
446,Ishigaki,JP,2022-01-07 17:34:03,24.3448,124.1572,68.72,78,100,20.02
447,Carndonagh,IE,2022-01-07 17:34:03,55.25,-7.2667,38.82,78,48,5.88
448,Buala,SB,2022-01-07 17:34:04,-8.145,159.5921,77.88,82,94,5.91
449,Kampene,CD,2022-01-07 17:34:04,-3.6,26.6667,71.4,96,78,1.74
450,Luau,AO,2022-01-07 17:34:05,-10.7073,22.2247,67.28,92,44,2.71
451,Paita,PE,2022-01-07 17:30:07,-5.0892,-81.1144,82.96,67,59,10.85
452,Coihaique,CL,2022-01-07 17:34:05,-45.5752,-72.0662,75.81,49,40,9.22
453,Ngunguru,NZ,2022-01-07 17:34:06,-35.6167,174.5,66.16,83,45,7.56
454,Ostersund,SE,2022-01-07 17:34:06,63.1792,14.6357,7.25,92,0,3.44
455,Aklavik,CA,2022-01-07 17:34:06,68.2191,-135.0107,-10.34,91,100,25.97
456,Port Lincoln,AU,2022-01-07 17:34:07,-34.7333,135.8667,61.03,71,100,10.58
457,Kaniama,CD,2022-01-07 17:34:07,-7.5667,24.1833,69.91,89,26,0.27
458,Soure,BR,2022-01-07 17:34:08,-0.7167,-48.5233,80.64,83,100,9.98
459,Dustlik,UZ,2022-01-07 17:34:08,40.5247,68.0358,41.63,67,96,5.1
460,Acarau,BR,2022-01-07 17:34:08,-2.8856,-40.12,86.4,61,44,16.89
461,Mnogovershinnyy,RU,2022-01-07 17:34:09,53.9353,139.9242,-5.15,95,99,4.47
462,Bubaque,GW,2022-01-07 17:34:09,11.2833,-15.8333,79.99,61,16,12.59
463,Bonthe,SL,2022-01-07 17:34:09,7.5264,-12.505,83.28,69,94,10.65
464,Lebu,CL,2022-01-07 17:34:10,-37.6167,-73.65,65.46,73,3,18.79
465,Sarangani,PH,2022-01-07 17:34:10,5.4033,125.4636,81.05,77,48,7.52
466,Mersing,MY,2022-01-07 17:35:10,2.4312,103.8405,80.51,83,88,9.22
467,Imeni Poliny Osipenko,RU,2022-01-07 17:35:11,52.4201,136.4853,-28.82,100,98,2.53
468,Tarata,BO,2022-01-07 17:35:11,-17.6167,-66.0167,76.42,41,43,6.08
469,Loja,EC,2022-01-07 17:32:56,-3.9931,-79.2042,76.41,32,20,13.8
470,Bushehr,IR,2022-01-07 17:35:12,28.9684,50.8385,60.89,72,0,4.61
471,Hofn,IS,2022-01-07 17:35:12,64.2539,-15.2082,28.42,80,75,3.44
472,Buraydah,SA,2022-01-07 17:35:13,26.326,43.975,57.65,38,43,7.0
473,Jaisalmer,IN,2022-01-07 17:35:13,26.9147,70.9181,53.49,73,39,6.64
474,Altay,CN,2022-01-07 17:35:13,47.8667,88.1167,19.22,69,97,5.44
475,Chokwe,MZ,2022-01-07 17:35:14,-24.5333,32.9833,77.38,69,73,10.85
476,Shitanjing,CN,2022-01-07 17:35:14,39.2342,106.3439,22.08,63,100,2.51
477,Aksarka,RU,2022-01-07 17:35:14,66.5606,67.7975,2.25,97,100,3.94
478,Chaplynka,UA,2022-01-07 17:35:15,46.3651,33.5403,32.58,72,2,6.78
479,Coihueco,CL,2022-01-07 17:35:15,-36.6167,-71.8333,88.54,33,0,9.22
480,San Quintin,MX,2022-01-07 17:35:15,30.4833,-115.95,62.02,67,0,4.23
481,Predivinsk,RU,2022-01-07 17:35:15,57.0669,93.4378,-16.91,100,43,2.91
482,Khambhat,IN,2022-01-07 17:35:16,22.3,72.6167,70.54,70,6,7.16
483,Ayagoz,KZ,2022-01-07 17:35:16,47.9714,80.4392,19.54,97,97,4.92
484,Mareeba,AU,2022-01-07 17:35:17,-17.0,145.4333,74.48,91,13,2.84
485,Kalianget,ID,2022-01-07 17:35:17,-7.05,113.9333,79.95,76,100,4.03
486,Warrington,GB,2022-01-07 17:35:17,53.3925,-2.5802,41.99,86,40,3.0
487,Kalevala,RU,2022-01-07 17:35:18,65.2,31.1667,17.94,91,100,8.08
488,Tecoanapa,MX,2022-01-07 17:35:18,16.5167,-98.75,84.24,63,72,5.55
489,Kuching,MY,2022-01-07 17:35:19,1.55,110.3333,73.62,100,40,4.61
490,Lom Sak,TH,2022-01-07 17:35:19,16.7798,101.2422,70.39,62,38,3.29
491,Olafsvik,IS,2022-01-07 17:35:19,64.8945,-23.7142,35.87,79,90,23.38
492,Tias,ES,2022-01-07 17:35:20,28.9611,-13.645,64.15,72,40,21.85
493,Nefteyugansk,RU,2022-01-07 17:35:20,61.0998,72.6035,25.05,90,100,20.27
494,Garowe,SO,2022-01-07 17:35:21,8.4054,48.4845,73.08,68,15,20.33
495,Srednekolymsk,RU,2022-01-07 17:35:21,67.45,153.6833,-3.44,99,100,5.86
496,Sola,VU,2022-01-07 17:35:21,-13.8833,167.55,81.59,72,100,4.38
497,Porto Novo,BJ,2022-01-07 17:35:22,6.4965,2.6036,85.82,71,25,9.22
498,Sambava,MG,2022-01-07 17:35:22,-14.2667,50.1667,74.07,94,100,6.49
499,Candido De Abreu,BR,2022-01-07 17:35:22,-24.5669,-51.3333,78.22,66,68,5.19
500,Zhigansk,RU,2022-01-07 17:32:39,66.7697,123.3711,-32.71,98,98,2.19
501,Saint-Denis,FR,2022-01-07 17:35:23,48.9167,2.3333,46.11,81,0,5.99
502,Bela,IN,2022-01-07 17:35:23,25.9333,81.9833,61.81,88,98,1.88
503,Kargat,RU,2022-01-07 17:31:21,55.1956,80.2811,6.46,96,40,8.81
504,Yantal,RU,2022-01-07 17:35:24,56.8471,105.2542,-10.71,100,100,2.39
505,Homer,US,2022-01-07 17:35:17,59.6425,-151.5483,12.07,66,0,0.0
506,East Liverpool,US,2022-01-07 17:35:24,40.6187,-80.5773,21.96,71,100,1.01
507,Sangar,RU,2022-01-07 17:35:25,63.9242,127.4739,-37.1,100,95,1.95
508,Mbanza-Ngungu,CD,2022-01-07 17:35:25,-5.25,14.8667,70.43,94,52,3.24
509,Maniitsoq,GL,2022-01-07 17:35:26,65.4167,-52.9,14.65,78,97,9.89
510,Ust-Nera,RU,2022-01-07 17:35:26,64.5667,143.2,-3.66,99,99,3.15
511,Aripuana,BR,2022-01-07 17:35:26,-9.1667,-60.6333,83.21,78,100,4.5
512,Haines Junction,CA,2022-01-07 17:35:27,60.7522,-137.5108,-22.77,100,98,0.78
513,Katangli,RU,2022-01-07 17:36:27,51.7102,143.2326,-0.2,95,100,15.39
514,Soubre,CI,2022-01-07 17:36:27,5.7856,-6.6083,85.41,55,95,7.23
515,Sao Joao Da Barra,BR,2022-01-07 17:36:28,-21.6403,-41.0511,80.69,92,100,6.78
516,Jumla,NP,2022-01-07 17:36:28,29.2747,82.1838,31.53,81,52,6.71
517,Cairns,AU,2022-01-07 17:32:17,-16.9167,145.7667,79.11,92,40,0.0
518,Lincoln,US,2022-01-07 17:32:37,40.8,-96.667,19.9,57,0,5.99
519,Mocuba,MZ,2022-01-07 17:36:29,-16.8392,36.9856,73.96,97,100,3.18
520,Nemuro,JP,2022-01-07 17:36:29,43.3236,145.575,22.73,73,84,11.39
521,Matay,EG,2022-01-07 17:36:30,28.419,30.7792,60.17,44,0,4.0
522,Praia Da Vitoria,PT,2022-01-07 17:36:30,38.7333,-27.0667,61.75,72,75,5.28
523,Vardo,NO,2022-01-07 17:36:30,70.3705,31.1107,17.8,73,0,9.22
524,Namibe,AO,2022-01-07 17:36:31,-15.1961,12.1522,71.22,75,47,5.64
525,Muncar,ID,2022-01-07 17:36:31,-8.4333,114.3333,75.25,88,88,2.91
526,Yumen,CN,2022-01-07 17:32:45,40.2833,97.2,23.31,45,94,7.9
527,Banihal,IN,2022-01-07 17:32:44,33.4167,75.2,39.43,96,100,3.38
528,Goderich,CA,2022-01-07 17:36:32,43.7501,-81.7165,19.9,82,100,18.92
529,Cunha,BR,2022-01-07 17:36:32,-23.0744,-44.9597,70.54,96,100,3.42
530,Suntar,RU,2022-01-07 17:34:42,62.1444,117.6319,-12.95,99,98,3.24
531,Atambua,ID,2022-01-07 17:36:33,-9.1061,124.8925,74.46,90,97,1.34
532,Gushikawa,JP,2022-01-07 17:36:33,26.3544,127.8686,63.63,94,100,5.75
533,Basco,PH,2022-01-07 17:36:33,20.4487,121.9702,73.04,84,97,17.18
534,Caborca,MX,2022-01-07 17:36:34,30.5838,-111.101,67.6,26,0,7.11
535,Wuhu,CN,2022-01-07 17:36:34,31.3366,118.3755,40.91,77,100,3.89
536,Taksimo,RU,2022-01-07 17:36:34,56.3444,114.8794,2.39,96,100,1.07
537,Tautira,PF,2022-01-07 17:36:35,-17.7333,-149.15,82.42,75,25,4.45
538,Kihei,US,2022-01-07 17:36:35,20.785,-156.4656,70.84,88,0,8.05
539,Trinidad,BO,2022-01-07 17:33:15,-14.8333,-64.9,91.38,66,20,3.44
540,Liuzhou,CN,2022-01-07 17:36:36,24.3126,109.3892,50.0,74,66,5.59
541,Khanu Woralaksaburi,TH,2022-01-07 17:36:36,16.0617,99.8606,78.84,49,55,3.06
542,Bodden Town,KY,2022-01-07 17:36:36,19.2833,-81.25,82.99,70,20,10.0
543,Destin,US,2022-01-07 17:33:49,30.3935,-86.4958,52.97,57,0,11.5
544,Almaznyy,RU,2022-01-07 17:36:37,48.0448,40.045,32.14,79,86,10.78
545,Palmer,US,2022-01-07 17:32:57,42.1584,-72.3287,32.65,75,100,1.01
546,Warren,US,2022-01-07 17:36:37,39.4334,-84.1666,19.27,70,0,1.99
547,Roald,NO,2022-01-07 17:36:38,62.5833,6.1333,39.34,56,75,13.8
548,Bathsheba,BB,2022-01-07 17:36:38,13.2167,-59.5167,84.81,58,20,21.85
549,Bachaquero,VE,2022-01-07 17:36:38,9.9694,-71.1494,85.69,57,32,8.41
550,Punta Alta,AR,2022-01-07 17:36:39,-38.8759,-62.0736,91.04,24,55,6.53
551,Ucluelet,CA,2022-01-07 17:36:20,48.9329,-125.5528,38.08,86,84,8.01
552,Vrable,SK,2022-01-07 17:36:39,48.2437,18.3085,31.69,65,1,5.23
553,Ruteng,ID,2022-01-07 17:36:40,-8.6136,120.4721,62.08,94,32,1.16
554,Mabaruma,GY,2022-01-07 17:36:40,8.2,-59.7833,82.44,63,78,8.52
555,Hobyo,SO,2022-01-07 17:36:41,5.3505,48.5268,78.87,75,41,15.73
556,Saint-Joseph,RE,2022-01-07 17:36:41,-21.3667,55.6167,77.38,82,100,2.08
557,Bagdarin,RU,2022-01-07 17:36:41,54.4333,113.6,1.76,95,100,4.5
558,Karpogory,RU,2022-01-07 17:37:42,64.0019,44.4451,5.07,97,100,2.8
559,Port Macquarie,AU,2022-01-07 17:37:42,-31.4333,152.9167,73.36,87,77,13.76
560,Shingu,JP,2022-01-07 17:37:42,33.7333,135.9833,33.91,77,50,6.93
561,Russell,US,2022-01-07 17:37:43,32.3502,-85.1999,46.06,53,0,6.91
562,Opuwo,NA,2022-01-07 17:37:43,-18.0607,13.84,81.16,21,89,11.9
563,Qasigiannguit,GL,2022-01-07 17:37:43,68.8193,-51.1922,17.85,89,100,5.32
564,Oussouye,SN,2022-01-07 17:37:44,12.485,-16.5469,98.78,28,2,11.77
565,Wittingen,DE,2022-01-07 17:37:44,52.7269,10.7361,38.68,100,100,9.4
566,Grootfontein,NA,2022-01-07 17:37:44,-19.5667,18.1167,79.18,43,95,3.98
567,Tashla,RU,2022-01-07 17:37:45,51.7716,52.7427,32.72,94,100,14.29
568,Nalut,LY,2022-01-07 17:37:45,30.3333,10.85,43.54,73,92,11.05
569,Maraa,BR,2022-01-07 17:37:46,-1.8333,-65.3667,90.5,51,98,0.47
570,Rocha,UY,2022-01-07 17:36:34,-34.4833,-54.3333,82.8,36,81,14.65
571,Kuvshinovo,RU,2022-01-07 17:37:46,57.0295,34.1725,15.46,87,100,12.53
572,Nepomuceno,BR,2022-01-07 17:37:46,-21.2358,-45.2358,68.36,94,99,4.16
